dept_name,state,lat,lng
Boca Raton Police Department,FL,26.351783,-80.08896899999999
Davie County Sheriff's Office,NC,35.8935206,-80.5614624
Sanger Police Department,CA,36.70669970000001,-119.5619097
Muskegon Heights Police Department,MI,43.2022877,-86.2431081
Wolfe City Police Department,TX,33.3706036,-96.0702927
New Mexico Department of Alcoholic Beverage Control,NM,35.6584381,-105.9822596
Seguin Police Department,TX,29.5714578,-97.969904
Dyersburg Police Department,TN,36.0320147,-89.3901568
Breaks Interstate Park Police Department,VA,37.2862904,-82.2935306
Tooele County Sheriff's Office,UT,40.4930592,-112.3329746
Vonore Police Department,TN,35.5910445,-84.2451459
Nash County Sheriff's Office,NC,35.976249,-77.9679298
Bedford Heights Police Department,OH,41.4274048,-81.5240589
Randolph Police Department,MA,42.16135999999999,-71.0428794
Elgin Police Department,IL,42.0400052,-88.2833943
Springdale Police Department,AR,36.187061,-94.129127
Alexander City Police Department,AL,32.9436779,-85.9538642
Cherokee County Sheriff's Office,GA,34.1950979,-84.4921464
Pendleton Police Department,OR,45.6777481,-118.8399255
Luzerne County Sheriff's Office,PA,41.2515589,-75.8789603
Northville Police Department,MI,42.4306049,-83.48494529999999
Olanta Police Department,SC,33.9379594,-79.9278495
Leoti Police Department,KS,38.4774262,-101.358284
Keota Police Department,IA,41.3639585,-91.9493557
Lake County Sheriff's Department,IL,42.4070814,-88.19046039999999
Sebring Police Department,FL,27.4982707,-81.4405676
Exeter Township Police Department,PA,40.3049277,-75.8538296
Coshocton Police Department,OH,40.2757766,-81.8658179
Estes Park Police Department,CO,40.3776847,-105.5206292
Hart County Sheriff's Department,KY,37.2713547,-85.890534
Medina County Sheriff's Department,OH,41.13819,-81.86232
Saluda Police Department,NC,35.2359716,-82.34824239999999
Waseca County Sheriff's Department,MN,44.0797978,-93.507752
Portage County Sheriff's Department,OH,41.2370457,-81.04930929999999
Garfield Heights Police Department,OH,41.411465,-81.60157009999999
Upland Borough Police Department,PA,39.856765,-75.381637
Mechanicville Police Department,NY,42.90369,-73.68528599999999
Cypress Police Department,CA,33.8253376,-118.0401568
Arnold Police Department,MO,38.422656,-90.3758388
Benton County Sheriff's Office,AR,36.3577938,-94.2258866
Montgomery Township Police Department,PA,40.2362332,-75.2248529
Willowick Police Department,OH,41.6394933,-81.4748192
Anne Arundel County Police Department,MD,39.0993048,-76.62550120000002
Abbottstown / Hamilton Police Department,PA,39.913448,-76.9911621
Englewood Cliffs Police Department,NJ,40.8787704,-73.9513522
Olmsted County Sheriff's Department,MN,44.0200958,-92.4605204
Rolla Police Department,MO,37.9520823,-91.7712485
Randolph County Sheriff's Office,NC,35.669613,-79.8310911
Magazine Police Department,AR,35.1496683,-93.8055919
Carrabelle Police Department,FL,29.854004,-84.6562778
Fairfax County Police Department,VA,38.8534249,-77.3735026
Columbia Heights Police Department,MN,45.0431143,-93.2497271
Menomonee Falls Police Department,WI,43.1715042,-88.10269249999999
Bosque Farms Police Department,NM,34.8536119,-106.7067423
Baytown Police Department,TX,29.75623899999999,-94.9631301
Colleton County Sheriff's Office,SC,32.5209332,-80.2985376
Sequatchie County Sheriff's Office,TN,35.381423,-85.391128
Rockton Police Department,IL,42.452278,-89.0719029
Garwin Police Department,IA,41.9950425,-92.6427754
Plainville Police Department,CT,41.6728945,-72.8658627
Prairie City Police Department,IA,41.59817899999999,-93.23429999999999
Fulton County Marshal's Department,GA,33.7503675,-84.3912916
Ingleside Police Department,TX,27.8678563,-97.2147418
Giles County Sheriff's Department,TN,35.2174403,-87.0561723
Crossett Police Department,AR,33.1262392,-91.9658621
Hernando County Sheriff's Office,FL,28.5473855,-82.42186459999999
Pecos County Sheriff's Department,TX,30.9074331,-102.91831
Natchez Police Department,MS,31.5589626,-91.37242020000001
Catoosa County Sheriff's Office,GA,34.9294914,-85.1347072
Vermont Fish and Wildlife Department,VT,44.2569647,-72.5836872
Lafourche Parish Sheriff's Department,LA,29.7979466,-90.81857769999999
St. Tammany Parish Sheriff's Office,LA,30.480251,-90.096198
Bricelyn Police Department,MN,43.5609973,-93.8126008
Yreka Police Department,CA,41.73252799999999,-122.638685
Montevallo Police Department,AL,33.0995632,-86.8649332
Ventura Police Department,CA,34.2598942,-119.2234384
Houston County Sheriff's Office,GA,32.5968482,-83.6632727
Blaine Police Department,WA,48.9942779,-122.7493693
James City County Sheriff's Office,VA,37.2755097,-76.7416654
Rutgers University Police Department,NJ,40.4879044,-74.43973559999999
New Oxford Borough Police Department,PA,39.866091,-77.0532949
Delhi Township Police Department,OH,39.112953,-84.634924
San Clemente Police Department,CA,33.4279155,-117.608925
Delaware County Courthouse and Park Police Department,PA,39.9200648,-75.3911378
Hudson Falls Police Department,NY,43.3033866,-73.58485189999999
Bergen County Sheriff's Office,NJ,40.8779862,-74.04361209999999
Garrett County Sheriff's Office,MD,39.4076367,-79.40698030000001
Crowley Police Department,TX,32.5741013,-97.367556
Gordo Police Department,AL,33.3198267,-87.90209709999999
Florida Department of Agriculture and Consumer Services - Office of Agricultural Law Enforcement,FL,30.42951519999999,-84.2458797
Clarendon County Sheriff's Department,SC,33.6946047,-80.2251079
North Mankato Police Department,MN,44.1616894,-94.0088135
Union Point Police Department,GA,33.615332,-83.0775611
Goessel Police Department,KS,38.2455571,-97.3461313
Walnut Grove Police Department,MS,32.5917462,-89.45954010000001
Palm Beach Gardens Police Department,FL,26.8333442,-80.1042609
Deming Police Department,NM,32.2691075,-107.7508985
Saginaw County Sheriff's Department,MI,43.4172945,-83.9672677
Olmsted Township Police Department,OH,41.3837512,-81.9221903
Somersworth Police Department,NH,43.2456866,-70.88747719999999
Pleasant Hills Borough Police Department,PA,40.3307007,-79.9523542
Sturbridge Police Department,MA,42.1115645,-72.084332
Los Angeles County Harbor Patrol,CA,33.9704515,-118.4461096
Maysville Police Department,KY,38.64564319999999,-83.7611124
Presque Isle County Sheriff's Department,MI,45.421851,-83.8164393
Sherwood Police Department,AR,34.8333241,-92.2083873
Duncanville Police Department,TX,32.646524,-96.90614099999999
East Hanover Police Department,NJ,40.820941,-74.3658392
Stevenson Police Department,AL,34.8684926,-85.83731709999999
Coalinga Police Department,CA,36.1392706,-120.3619895
Live Oak Police Department,TX,29.5536607,-98.3285772
Arizona Department of Game and Fish,AZ,33.7995783,-112.1669311
Hillsboro Police Department,OR,45.52077140000001,-122.9733174
Whigham Police Department,GA,30.8832678,-84.3242966
Hoquiam Police Department,WA,46.9759493,-123.8803672
North Chicago Police Department,IL,42.32564199999999,-87.85673059999999
Napa County Sheriff's Department,CA,38.2203474,-122.2662208
Winchester Police Department,MA,42.453283,-71.13585789999999
Terrell Police Department,TX,32.7481237,-96.2638211
Livingston University Police Department,AL,32.5955218,-88.1871379
Jennings County Sheriff's Department,IN,38.99398679999999,-85.61802999999999
Hendry County Sheriff's Department,FL,26.7605092,-81.43663289999999
Federal Heights Police Department,CO,39.8589613,-105.015564
Beaver County Sheriff's Office,UT,38.24264489999999,-112.6519917
Colleyville Police Department,TX,32.8858382,-97.1471298
Perry County Sheriff's Department,IN,37.961204,-86.75047599999999
Stafford County Sheriff's Office,VA,38.4223816,-77.4127073
Reeds Spring Police Department,MO,36.7354268,-93.38344649999999
North Miami Police Department,FL,25.889225,-80.18375069999999
New York State Office of Attorney General - Criminal Division,NY,40.6855161,-73.9756273
Lake Linden Police Department,MI,47.1920383,-88.4091794
Rankin County Sheriff's Department,MS,32.274588,-89.98545969999999
Spalding County Sheriff's Office,GA,33.2376735,-84.2926991
Sophia Police Department,WV,37.70698,-81.24996399999999
Ravenna Police Department,OH,41.15677549999999,-81.24423370000001
Nueces County Constable's Office - Precinct 6,TX,27.6676169,-97.2876316
Clear Creek County Sheriff's Office,CO,39.706164,-105.6984816
Frostproof Police Department,FL,27.744362,-81.532276
Germantown Police Department,WI,43.2204676,-88.1189989
North Andover Police Department,MA,42.7282021,-71.1115295
Downey Police Department,CA,33.9406748,-118.1285238
East Haddam Police Department,CT,41.45283,-72.461961
Tallahassee Police Department,FL,30.4583178,-84.27906809999999
Oklahoma Bureau of Narcotics and Dangerous Drugs Control,OK,35.511156,-97.504097
Skagit County Sheriff's Office,WA,48.4182693,-122.3357276
Holliston Police Department,MA,42.20736429999999,-71.42719679999999
Flippin Police Department,AR,36.27796,-92.59739789999999
Ferry County Sheriff's Department,WA,48.6497464,-118.7340663
Los Fresnos Police Department,TX,26.0714564,-97.4770331
Nyack Police Department,NY,41.0798328,-73.92126990000001
Mahoning County Sheriff's Office,OH,41.104265,-80.654984
Hendersonville Police Department,NC,35.3181007,-82.45955359999999
Northwood Police Department,OH,41.6093513,-83.4815665
Windcrest Police Department,TX,29.5166637,-98.381615
Indianapolis Airport Police Department,IN,39.7168593,-86.2955952
Grand Prairie Police Department,TX,32.7042071,-97.0278721
Arkansas Highway Police,AR,34.6712336,-92.38255769999999
Kenova Police Department,WV,38.399212,-82.57964
Muldrow Police Department,OK,35.4091555,-94.59937889999999
Heflin Police Department,AL,33.6359582,-85.5868411
Algonquin Police Department,IL,42.1650526,-88.32721049999999
Gahanna Police Department,OH,40.0137672,-82.8654299
Riley County Police Department,KS,39.170365,-96.60235899999999
Odessa Police Department,TX,31.8459008,-102.3689345
Wayzata Police Department,MN,44.9710191,-93.5124465
Berwick Police Department,ME,43.269257,-70.86216
Fort Oglethorpe Police Department,GA,34.950223,-85.245972
Firestone Police Department,CO,40.1176837,-104.9386344
Mathis Police Department,TX,28.0936495,-97.8254212
Philadelphia Sheriff's Office,PA,39.9503721,-75.1645322
Lake Charles Police Department,LA,30.224123,-93.204754
Cle Elum Police Department,WA,47.1930327,-120.9258826
Jay County Sheriff's Department,IN,40.4326704,-84.98004739999999
Pine Lawn Police Department,MO,38.6927057,-90.2782707
Kodiak Police Department,AK,57.80517829999999,-152.372655
Rockingham County Sheriff's Office,VA,38.4494423,-78.8709074
Barnstable Police Department,MA,41.6752385,-70.3123421
Bibb County Board of Education Police Department,GA,32.820178,-83.6583728
Montrose Police Department,CO,38.479044,-107.874738
Vermont State Police,VT,44.3311865,-72.7553595
Alcorn County Constable's Office,MS,34.9103275,-88.5518451
Shamokin Dam Borough Police Department,PA,40.8532345,-76.82696299999999
Springboro Police Department,OH,39.55988,-84.2423249
Irondale Police Department,AL,33.5382825,-86.7066164
McEwen Police Department,TN,36.10778,-87.633425
Farmers Branch Police Department,TX,32.924908,-96.8546545
Quinlan Police Department,TX,32.9106047,-96.1343131
Douglasville Police Department,GA,33.74701,-84.70556599999999
Pennsylvania Board of Probation and Parole,PA,40.747749,-80.3184402
Poland Township Police Department,OH,41.004871,-80.588156
Apache Junction Police Department,AZ,33.422799,-111.5443238
Solway Township Police Department,MN,46.72163399999999,-92.458326
Port Clinton Police Department,OH,41.51489189999999,-82.910848
Hawaii Department of Public Safety - State Security Division,HI,21.309008,-157.858792
Highland Park Police Department,IL,42.1735856,-87.82249569999999
Kerens Police Department,TX,32.1332079,-96.2277529
Ruleville Police Department,MS,33.7255671,-90.55055709999999
New Iberia Police Department,LA,30.0027171,-91.8129263
Polk County Constable's Office - Precinct 3,TX,30.81250399999999,-95.110118
Huntington County Sheriff's Department,IN,40.8806703,-85.49107819999999
Lyon County Sheriff's Office,NV,38.9952271,-119.161679
Hyattsville Police Department,MD,38.9529428,-76.9417342
Phil Campbell Police Department,AL,34.3512932,-87.7051771
Cotton Plant Police Department,AR,35.0045957,-91.2509333
Andalusia Police Department,AL,31.30748059999999,-86.483807
Oklahoma Lake Patrol,OK,33.99871,-96.7197216
North Brunswick Police Department,NJ,40.4668262,-74.4578688
East Lansing Police Department,MI,42.7370418,-84.48329369999999
Smyrna Police Department,GA,33.8882024,-84.51657709999999
Los Angeles Community College District Police Department,CA,34.0872424,-118.2926756
Overland Park Police Department,KS,38.90366,-94.673028
Woodlawn Police Department,OH,39.251515,-84.47535859999999
North Charleston Police Department,SC,32.8769943,-80.0121928
Roanoke City Sheriff's Office,VA,37.271168,-79.94729699999999
Mason County Sheriff's Office,WA,47.2151477,-123.1017957
Lorenzo Police Department,TX,33.6706408,-101.5351611
San Bernardino County District Attorney's Office,CA,34.10426,-117.290081
Gallatin Police Department,TN,36.3969825,-86.45831059999999
Oilton Police Department,OK,36.086727,-96.58627899999999
Amarillo College Police Department,TX,35.1890058,-101.8465431
Travis County Constable's Office - Precinct 3,TX,30.19500669999999,-97.6948261
Radcliff Police Department,KY,37.8391655,-85.94458580000001
Sumpter Township Police Department,MI,42.1313464,-83.4807967
Hanceville Police Department,AL,34.0596514,-86.7674353
Philmont Police Department,NY,42.25312900000001,-73.6490524
East Helena Police Department,MT,46.5897757,-111.9152867
Mount Pleasant Police Department,SC,32.8012197,-79.88842609999999
Marlette Police Department,MI,43.3270895,-83.0788216
LaGrange Police Department,GA,33.040915,-85.030277
Jefferson County Corrections Department,KY,38.2531485,-85.7611307
Cole County Sheriff's Department,MO,38.57388650000001,-92.1694912
West Jordan Police Department,UT,40.6051143,-111.9393914
Ithaca College Office of Public Safety and Emergency Management,NY,42.421658,-76.498564
Yuma Police Department,AZ,32.699234,-114.6208946
Avoca Borough Police Department,PA,41.3391928,-75.74051109999999
Opa-locka Police Department,FL,25.9064394,-80.2418644
Belle Center Village Police Department,OH,40.4711612,-83.8927162
Marietta Police Department,GA,33.95502920000001,-84.54516799999999
Indian River County Sheriff's Department,FL,27.6652226,-80.4270572
Port Allen Police Department,LA,30.4523545,-91.2040447
Alaska State Troopers - Village Public Safety Officers,AK,61.1755629,-149.9701756
Georgia Institute of Technology Police Department,GA,33.7789454,-84.4013258
Nassau County Sheriff's Department,NY,40.7546259,-73.5545817
Memorial Villages Police Department,TX,29.7618717,-95.5387021
Ryan Police Department,OK,34.0213812,-97.956158
Shawano County Sheriff's Department,WI,44.785309,-88.61005899999999
Onondaga County Sheriff's Department,NY,43.047802,-76.14717499999999
Costa Mesa Police Department,CA,33.6629017,-117.903924
Picher Police Department,OK,36.976474,-94.8330604
Tillamook County Sheriff's Office,OR,45.4248549,-123.8046035
Pennsauken Police Department,NJ,39.9644016,-75.0484797
National City Police Department,CA,32.6720988,-117.1059307
Sugar Land Police Department,TX,29.603623,-95.6367633
Grimes County Sheriff's Office,TX,30.4900469,-95.9927991
Okaloosa County Airports Police Department,FL,30.4882615,-86.5306159
Ponce Inlet Police Department,FL,29.1205714,-80.9534548
Stearns County Sheriff's Department,MN,45.5610479,-94.16346109999999
Murray Police Department,UT,40.6624943,-111.8875141
South Miami Police Department,FL,25.7033047,-80.29189199999999
Burleson Police Department,TX,32.5246903,-97.3434618
Dorchester County Sheriff's Office,SC,33.042653,-80.21091129999999
Lincoln Township Police Department,MI,42.016413,-86.494351
Mountainair Police Department,NM,34.5212655,-106.2434752
Dale County Sheriff's Office,AL,31.457915,-85.6411985
East Palo Alto Police Department,CA,37.474466,-122.134649
Mesilla Marshal's Office,NM,32.2699706,-106.80022
Manassas Police Department,VA,38.7480681,-77.4646978
Lynden Police Department,WA,48.940247,-122.481487
Highland Heights Police Department,KY,39.031699,-84.456474
Cuyahoga Community College Police Department,OH,41.4931592,-81.6693712
Erie County District Attorney's Office,NY,42.884341,-78.878517
Acadia Parish Sheriff's Office,LA,30.2076948,-92.3986819
Mize Police Department,MS,31.8667598,-89.5538409
Madison Township Police Department,OH,39.878176,-82.88301
Klamath Falls Police Department,OR,42.2145229,-121.7583326
Esmeralda County Sheriff's Office,NV,37.7078481,-117.2334272
Franklinton Police Department,LA,30.8432744,-90.1557388
Edgar County Sheriff's Department,IL,39.6130515,-87.6961132
Balcones Heights Police Department,TX,29.4910334,-98.5543055
Oro Valley Police Department,AZ,32.4078958,-110.9952778
Munday Police Department,TX,33.4490466,-99.6224452
Hueytown Police Department,AL,33.4432235,-86.9942379
New Mexico Motor Transportation Police,NM,35.6735609,-105.9545554
Ottawa County Sheriff's Department,MI,42.9395944,-86.0872843
North Carolina Department of Public Safety - Division of Community Corrections,NC,35.7868679,-78.6387606
Idaho County Sheriff's Department,ID,45.92626550000001,-116.1233137
Cuyahoga Metro Housing Authority Police Department,OH,41.444768,-81.689786
Onawa Police Department,IA,42.0279541,-96.09307
Contra Costa County Sheriff's Office,CA,38.01927080000001,-122.1337126
North Olmsted Police Department,OH,41.41465710000001,-81.92389849999999
Bradford City Police Department,PA,41.9566495,-78.6471741
Long Beach Community College District Police Department,CA,33.8337762,-118.141261
Warner Robins Police Department,GA,32.6200304,-83.60090199999999
Cedar Hill Police Department,TX,32.5932541,-96.95090429999999
West Taylor Township Police Department,PA,40.3274743,-78.91882
Liberty County Sheriff's Department,TX,30.058723,-94.7911
West Sacramento Police Department,CA,38.5863084,-121.527531
Gothenburg Police Department,NE,40.9281537,-100.1630215
Pompano Beach Police Department,FL,26.2267138,-80.12508050000001
Barbour County Sheriff's Department,AL,31.8851674,-85.48505109999999
New York City Health and Hospital Police Department,NY,40.7985056,-73.93265439999999
Wasatch County Sheriff's Office,UT,40.4906363,-111.4092526
Cocoa Beach Police Department,FL,28.3179944,-80.6103588
Indiana Department of Natural Resources,IN,39.767815,-86.166461
Troutman Police Department,NC,35.70746,-80.892106
Nacogdoches County Constable's Office - Precinct 3,TX,31.5122849,-94.5336373
Cayce Police Department,SC,33.96908,-81.0653287
Fairchild Police Department,WI,44.601709,-90.9705199
Naugatuck Police Department,CT,41.5048136,-73.0537929
South Houston Police Department,TX,29.6648804,-95.23882259999999
Cornwall-on-Hudson Police Department,NY,41.4439708,-74.0142721
Zavala County Sheriff's Department,TX,28.6795223,-99.8266871
Tift County Sheriff's Office,GA,31.4545909,-83.5175988
Antrim Police Department,NH,43.0308021,-71.9388836
Clanton Police Department,AL,32.83836,-86.6297051
Chicago Housing Authority Police Department,IL,42.332726,-87.845451
Pine County Sheriff's Department,MN,46.1379928,-92.86329479999999
Okeechobee County Sheriff's Department,FL,27.2476375,-80.8359354
Perry Police Department,GA,32.4618659,-83.73431289999999
Eudora Police Department,AR,33.110394,-91.262822
Barrow County Sheriff's Office,GA,33.9978474,-83.70945379999999
Rochester Borough Police Department,PA,40.70311179999999,-80.28166499999999
Washington Borough Police Department,NJ,40.769758,-74.9807807
Chicago Department of Aviation Police,IL,41.994574,-87.887728
John Day Police Department,OR,44.4159652,-118.9474725
Port St. Lucie Police Department,FL,27.2756089,-80.3429783
Charleston County Sheriff's Office,SC,32.8504324,-80.0117082
South Centre Township Police Department,PA,41.0243968,-76.34529959999999
Florence County Sheriff's Office,SC,34.0528363,-79.73648229999999
Dinuba Police Department,CA,36.5398729,-119.3944463
Allendale County Sheriff's Department,SC,32.9871814,-81.2786176
Sea Isle City Police Department,NJ,39.1574563,-74.6941537
Barling Police Department,AR,35.3257229,-94.29974039999999
Hertford County Sheriff's Office,NC,36.3968339,-76.9337872
Norristown Borough Police Department,PA,40.1147006,-75.3390367
Surprise Police Department,AZ,33.6295464,-112.3664197
Los Angeles County Metropolitan Transportation Authority Police Department,CA,34.0653347,-118.243891
City of Brookfield Police Department,WI,43.0579757,-88.1250967
Potts Camp Police Department,MS,34.6448396,-89.307715
Belmont Abbey College Police Department,NC,35.2621669,-81.0431492
Bucks County Department of Parks and Recreation,PA,40.1952855,-74.91103820000001
Irving Police Department,TX,32.8165602,-96.95101629999999
Pearl River County Sheriff's Department,MS,30.7225614,-89.5820703
Eagan Police Department,MN,44.818141,-93.166163
Charlotte-Mecklenburg Police Department,NC,35.222753,-80.83727999999999
Harris County Constable's Office - Precinct 5,TX,29.78381,-95.6826638
Gloucester County Sheriff's Office,VA,37.4180103,-76.52890099999999
Dover Police Department,DE,39.1545099,-75.52903979999999
Rostraver Township Police Department,PA,40.1651831,-79.7737331
Groton City Police Department,CT,41.3528278,-72.071074
Paxton Police Department,MA,42.30533620000001,-71.92071709999999
Palos Verdes Estates Police Department,CA,33.799977,-118.3915063
Rice County Sheriff's Department,MN,44.2938377,-93.2708195
Lilburn Police Department,GA,33.886061,-84.13373969999999
North Carolina Alcohol Law Enforcement Division,NC,35.7860985,-78.6394536
Clinton Police Department,MS,32.3399543,-90.3296144
San Antonio Independent School District Police Department,TX,29.441729,-98.47645299999999
Alabama Public Service Commission,AL,32.3795905,-86.2992328
East Grand Rapids Department of Public Safety,MI,42.9482576,-85.6105449
San Antonio Park Police Department,TX,29.4190314,-98.4856399
Christiansburg Police Department,VA,37.1305531,-80.40836279999999
Hope Mills Police Department,NC,34.9734561,-78.95863829999999
Alaska Department of Public Safety,AK,61.1797255,-149.7759109
Osceola County Sheriff's Office,FL,28.2755841,-81.33774
Camden County Sheriff's Department,MO,38.007787,-92.7460833
Essex County Department of Corrections,NJ,40.7212371,-74.1271667
Morris County Juvenile Detention Center,NJ,40.8321222,-74.5201012
Roseville Police Department,CA,38.7597215,-121.2954478
Pennsylvania Office of Attorney General,PA,40.2612819,-76.8809697
Camden County Prosecutor's Office,NJ,39.944841,-75.1216188
Coweta Police Department,OK,35.9523249,-95.6509062
Franklin Township (Gloucester County) Police Department,NJ,39.5952969,-75.06302749999999
Sparks Police Department,NV,39.5415207,-119.7101641
Wildwood Crest Police Department,NJ,38.9765318,-74.8309971
North Carolina State Bureau of Investigation,NC,35.733753,-78.6298995
Highlands County Sheriff's Office,FL,27.4935255,-81.43598290000001
Simi Valley Police Department,CA,34.28725,-118.7192565
Ola Police Department,AR,35.0325061,-93.2223022
Louisville Housing Authority Police Department,KY,38.2685128,-85.797226
East Kingston Police Department,NH,42.9015013,-71.0163383
Teller County Sheriff's Office,CO,38.9438856,-105.1515681
Quapaw Police Department,OK,36.976474,-94.8330604
Garwood Police Department,NJ,40.6510812,-74.325777
Co-op City Department of Public Safety,NY,40.8704537,-73.829111
Cannon County Sheriff's Department,TN,35.8327611,-86.0700545
Tulane University Police Department,LA,29.942584,-90.117233
Gilmer County Sheriff's Office,GA,34.6951094,-84.4833307
Youngstown State University Police Department,OH,41.10491080000001,-80.6465898
Eastchester Police Department,NY,40.9555192,-73.8113961
Oakboro Police Department,NC,35.2230004,-80.3252509
Cresson Borough Police Department,PA,40.4610175,-78.56733969999999
Coldwater Police Department,OH,40.4793751,-84.6312244
Mobile Court Police Department,AL,30.6839966,-88.0626249
Jonesville Police Department,NC,36.2394989,-80.8231078
Fountain Inn Police Department,SC,34.6957908,-82.2012276
Barry County Sheriff's Office,MO,36.6773571,-93.8671882
Whitfield County Sheriff's Office,GA,34.7937801,-84.9799626
Bentonville Police Department,AR,36.3560372,-94.20043
Ohio State University Police Department,OH,40.002319,-83.0336927
Dallas / Fort Worth International Airport Police Department,TX,32.8845418,-97.0212313
Jefferson Davis County Sheriff's Department,MS,31.6008627,-89.8648909
Higginson Police Department,AR,35.2489318,-91.7400617
Allen County Adult Probation Department,IN,41.0809398,-85.1392747
Granby Department of Police Services,CT,41.954709,-72.7917946
Morrisville Police Department,NC,35.8237389,-78.8307264
Richmond County Board of Education Public Safety,GA,33.4752603,-81.9673426
Sebastian County Sheriff's Office,AR,35.2117218,-94.2553671
Allen County Sheriff's Department,IN,41.0798753,-85.1393879
Ravalli County Sheriff's Department,MT,46.244363,-114.157481
Howard City Police Department,MI,43.4313873,-85.28928599999999
Rich Hill Police Department,MO,38.0974788,-94.36147179999999
Boise Police Department,ID,43.6075938,-116.3017096
Bradley Police Department,IL,41.141575,-87.86546899999999
Davidson Police Department,NC,35.4982278,-80.85003809999999
San Antonio Department of Code Compliance,TX,29.4094525,-98.5003093
Haines City Police Department,FL,28.1144671,-81.640761
Bald Knob Police Department,AR,35.3173423,-91.5627434
Mart Police Department,TX,31.5448941,-96.8389042
Ocean Shores Police Department,WA,47.0007629,-124.1611183
Traverse City Police Department,MI,44.7521192,-85.6068846
Cortez Police Department,CO,37.3550975,-108.5746478
Moody Police Department,AL,33.5901239,-86.49189840000001
Juab County Sheriff's Department,UT,39.674135,-111.845534
St. Louis County Department of Justice Services,MO,38.648505,-90.3378001
East Feliciana Parish Sheriff's Department,LA,30.86620649999999,-91.0183983
Gwinnett County Sheriff's Office,GA,33.9514072,-83.9931893
Terrebonne Parish Sheriff's Office,LA,29.5958026,-90.72237419999999
Connecticut Department of Environmental Protection,CT,41.763109,-72.67876079999999
Lodi Police Department,CA,38.135764,-121.275726
Washington State Liquor Control Board,WA,47.0436732,-122.8583757
Kane Borough Police Department,PA,41.6764569,-78.6847324
Prentiss County Sheriff's Office,MS,34.6574321,-88.53315169999999
Chandler Police Department,AZ,33.30153,-111.838122
Woburn Police Department,MA,42.4816947,-71.1565653
Douglas County Sheriff's Office,CO,39.5482894,-104.9967718
Jefferson Davis Parish Sheriff's Office,LA,30.2229947,-92.6557768
Assumption Parish Sheriff's Department,LA,29.9406845,-91.0245461
Coos County Sheriff's Office,OR,43.1765376,-124.1863805
Grand Meadow Police Department,MN,43.7056674,-92.57186999999999
Fulton County Schools Police Department,GA,33.908442,-84.42762189999999
Gramercy Police Department,LA,30.047614,-90.689798
New York City Police Department - Division of School Safety,NY,40.7162009,-73.9974768
Kings County Sheriff's Department,CA,36.3287258,-119.6676565
Greene County Sheriff's Office,NC,35.4553736,-77.6700073
DeWitt Township Police Department,MI,42.8270718,-84.5533581
Parson Police Department,TN,35.6449856,-88.1246513
Oakland City Police Department,IN,38.338764,-87.3437847
Kentucky State Police - Commercial Vehicle Enforcement Division,KY,37.51999139999999,-82.5681092
Clarke County Sheriff's Office,GA,33.960046,-83.3745149
Hampshire Police Department,IL,42.1011654,-88.5220456
Morgantown Police Department,WV,39.6293101,-79.9543106
St. Martin Parish Sheriff's Office,LA,30.1194602,-91.8290144
Flagstaff Police Department,AZ,35.1879494,-111.6418356
Crandon Police Department,WI,45.5691564,-88.9044651
Jackson County Sheriff's Department,MS,30.3655668,-88.55845049999999
Bel-Ridge Police Department,MO,38.7152569,-90.3263936
Richland County Detention Center,SC,33.9232514,-80.9477678
West Deptford Police Department,NJ,39.8446733,-75.190899
Alabama State University Police Department,AL,32.3636619,-86.2940544
Whitewright Police Department,TX,33.5125575,-96.39947719999999
Jerome County Sheriff's Department,ID,42.7015783,-114.5028135
Queen Anne's County Sheriff's Department,MD,39.0424991,-76.0607663
Cuyahoga County Sheriff's Department,OH,41.5016776,-81.69752629999999
Oregon County Sheriff's Department,MO,36.6944163,-91.3981537
Aliquippa Police Department,PA,40.6179147,-80.2462108
Vail Police Department,CO,39.6440671,-106.3802102
Fruita Police Department,CO,39.1573323,-108.7340036
Roosevelt Police Department,UT,40.2960283,-109.9917808
Jal Police Department,NM,32.1103423,-103.1873391
Bishop Police Department,CA,37.3617061,-118.396454
Colorado Department of Natural Resources - Wildlife Division,CO,39.7371051,-104.9854807
New York City Fire Department,NY,40.7035418,-74.0076801
Alger County Sheriff's Department,MI,46.4075515,-86.6590629
Gibson County Sheriff's Department,IN,38.3575148,-87.5671612
Florida Fish and Wildlife Conservation Commission,FL,30.4370025,-84.2774592
Calhoun County Sheriff's Office,AL,33.65351,-85.83422399999999
Horry County Sheriff's Office,SC,33.8319253,-79.0482188
Key Biscayne Police Department,FL,25.6908444,-80.164979
Upper Darby Township Police Department,PA,39.9629283,-75.2663178
Scottsdale Police Department,AZ,33.4943697,-111.8997296
Idaho Department of Juvenile Correction,ID,43.619184,-116.203081
North Carolina Marine Patrol,NC,35.7824166,-78.6424648
Maryland-National Capital Park Police - Montgomery County Division,MD,39.0649044,-77.0462876
Plumstead Township Police Department,PA,40.3913345,-75.1418008
Chowan County Sheriff's Office,NC,36.06526789999999,-76.612055
Hazel Park Police Department,MI,42.4621844,-83.1035953
Carroll County Sheriff's Office,GA,33.5691847,-85.0485676
Truesdale Police Department,MO,38.8108758,-91.1321735
Moss Point Police Department,MS,30.4130942,-88.5375574
Alaska Department of Corrections,AK,58.2761,-134.393
Summerville Police Department,SC,33.0239873,-80.1760175
Dent County Sheriff's Department,MO,37.6460183,-91.53537690000002
